Id,text
1364,"@realDonaldTrump Big Twit? Big TwatFace? THAT Big T? Yeah, that's you, @realDonaldTrump"
1365,@realDonaldTrump Wow 😳 ANOTHER SUPA DUPA SPREADER EVENT BY @realDonaldTrump ...!
1366,"RT @swithtalker: @realDonaldTrump Got the answer 4 u at ""Adam B. Vary scared... So Vote Please and Thank.""  4 everyone 2 see bit by bit not…"
1367,@realDonaldTrump @GStephanopoulos https://t.co/AKP6bf4uda
1368,@realDonaldTrump https://t.co/qN3ypKBdui
1369,@realDonaldTrump BREAKING NEWS!!! FBI INVESTIGATING RUSSIAN ROLE IN BIDEN PHONY E-MAIL STORY.  FBI HAS EVIDENCE TRU… https://t.co/9N44IK9cHi
1370,RT @Dogwalk_media: @realDonaldTrump What the hell do we have to lose?  Everything!  You've managed to almost destroy the country in one ter…
1371,@realDonaldTrump I see you winning this election. DM me privately when you do. More to come.
1372,"@realDonaldTrump What about the High School Football athletes? Maine has had zero transmissions all summer, and yet… https://t.co/FXcm5Ss30T"
1373,"@realDonaldTrump Mr. President, got to start flooding the airwaves, out do Biden Commercials and Exposing His Crime… https://t.co/FwTPxlSDUS"
1374,"@realDonaldTrump @Wanda20404868 Oh man, oh man. I got myself in a world of trouble in Macon, Georgia, Prez. https://t.co/mUkIWO59cQ"
1375,@realDonaldTrump Enjoy the COVID farewell gathering participants.
1376,@realDonaldTrump narcissistic idiot
1377,"@realDonaldTrump Trumps gunna make America great agin. Woman get back in the kitchen, fetch me a beer, I'll be in t… https://t.co/MaWjT1Uyux"
1378,@realDonaldTrump Trump lost more jobs https://t.co/iZ3WVQzViZ
1379,@realDonaldTrump @stevenmnuchin1 @WhiteHouse @BillStepien @JasonMillerinDC THE AMERICAN PPL NEED #MSC OF $2000 FOR… https://t.co/NMpl8ExUd5
1380,@realDonaldTrump The Trump shit show. #VoteTrumpOut https://t.co/dgB2jV1tS2
1381,@realDonaldTrump Make Corona Great Again. How about that for a realistic slogan?
1382,"@realDonaldTrump President Trump is our only hope. In his second term, take the gloves off and drain the swamp for… https://t.co/YS1DutVoC7"
1383,@realDonaldTrump thank you Mr. President... Still hoping you come here in California before election... we will sho… https://t.co/pMrSAVfqg2
1384,@realDonaldTrump https://t.co/xnpGNL2RxM
1385,@realDonaldTrump narcissistic idiot
1386,@realDonaldTrump https://t.co/fSOVdlU27o
1387,"@realDonaldTrump Twitter is trying to our lunch Mr. President. Thank you for all your hard work, especially for the Christian faith."
1388,@realDonaldTrump Dude you have the weakest policy game I've ever seen
1389,@realDonaldTrump Maybe “Big A (ass)?” “Big L (loser)?” There are SO many possibilities!
1390,"RT @outofcontroljb: @realDonaldTrump @TheBabylonBee ""Wow, they were trying to SPY on my Campaign! ILLEGAL WITCH-HUNT!!!"" https://t.co/uFaOJ…"
1391,RT @iampatricialong: @realDonaldTrump https://t.co/Jt5wkh2clv
1392,"@realDonaldTrump Tu administración está gobernada bajo el miedo y la opresión, la gente ya se está dando cuenta de… https://t.co/KiffiUdSHi"
1393,"@realDonaldTrump Trumps gunna make America great agin. Woman get back in the kitchen, fetch me a beer, I'll be in t… https://t.co/mlpOGVywYr"
1394,@realDonaldTrump https://t.co/SRwiNkjCDY
1395,@realDonaldTrump Red Wave? You’re going to finally get your period?
1396,RT @JoanneWT09: @realDonaldTrump STRAIGHT REPUBLICAN TICKET!! #TRUMP2020 🇺🇸🇺🇸 #VoteRedToSaveAmerica2020 🇺🇸🇺🇸 https://t.co/hynSTjKVhA
1397,@realDonaldTrump https://t.co/WURX4jEjh7
1398,@realDonaldTrump #MaconDeathRally - you folks ought to wait 2 weeks to vote. 🖕💩🖕
1399,@realDonaldTrump If you pay every Woman in the USA 130 grand you might have a chance for 4 more years? #DumbAsses
1400,@realDonaldTrump Your brain is toss-salad.
1401,@realDonaldTrump And your Covid response is a joke. You don’t care about Seniors. You just rally to feed your ego.… https://t.co/KJO6FQOPYQ
1402,@realDonaldTrump Not as big as Joe’s ratings from last night.
1403,"@realDonaldTrump Trumps gunna make America great agin. Woman get back in the kitchen, fetch me a beer, I'll be in t… https://t.co/aEK2JR3fsI"
1404,"RT @outofcontroljb: @realDonaldTrump @TheBabylonBee ""This is an OUTRAGE! That Seagull needs to be Arrested! LAW &amp; ORDER!!"" https://t.co/i2H…"
1405,RT @JORGE_C_NY: @realDonaldTrump Trump's Best Words (2019) https://t.co/aDwEtS665R
1406,RT @lesleyabravanel: @realDonaldTrump #GeorgiaForBiden https://t.co/2hgFpmrLgX
1407,@realDonaldTrump Bullshit is coming! https://t.co/McdmrcTAzr
1408,@REALdonaldtrump is in TROUBLE when all these loans come due.   Can you say #bankrupt ?!? https://t.co/ltGr0bWi3I
1409,"@realDonaldTrump Tu administración está gobernada bajo el miedo y la opresión, la gente ya se está dando cuenta de… https://t.co/EQ8XzrJHJc"
1410,@realDonaldTrump if I lose to the worst candidate might leave the country?!? Umm wonder where to?!? Russia and watc… https://t.co/Dj1Rf5SHJw
1411,"RT @mvankadara: @realDonaldTrump @TheBabylonBee Well here’s a God sent message “If you don’t love it, leave it”"
1412,@realDonaldTrump https://t.co/kCJuQ8EHAU
1413,"@realDonaldTrump YOU &amp; YOUR DISGUSTING FRIENDS, KEEP MAKING FUN OF PEOPLE’S NAMES. ESPECIALLY, BLACK &amp; BROWN PEOPLE… https://t.co/uy3JAaFO5x"
1414,@realDonaldTrump me nota
1415,@realDonaldTrump Please do executive orders for stimulus checks for all of the American people Mr.president trump.w… https://t.co/467VxAqTqn
1416,RT @scientificrealm: @realDonaldTrump https://t.co/UfLKA1lqab
1417,"RT @murray_nyc: @realDonaldTrump @NBCNews What a predictable ""summary"" by Trump - he says the exact same thing after every TV appearance. I…"
1418,"@realDonaldTrump You're reading pills backwards, grandpa, you're losing in all of them.  And holding rallies for th… https://t.co/rbs2oEfqLI"
1419,@realDonaldTrump narcissistic idiot
1420,@realDonaldTrump Please sign executive orders for the American people we need help now.
1421,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
1422,@realDonaldTrump https://t.co/ntCUkOrDMQ
1423,@realDonaldTrump Did you watch the town halls? One person was lucid and knew what he was talking about. The other dodged every question
1424,"@realDonaldTrump How does this even make sense?, Damning them, yet telling ppl to vote 👏👏👏🤣"
1425,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
1426,"@realDonaldTrump Tu administración está gobernada bajo el miedo y la opresión, la gente ya se está dando cuenta de… https://t.co/jIo3jJxA2r"
1427,RT @Pappiness: @realDonaldTrump @TheBabylonBee All the people on this thread saying Trump is in on the joke:  You're even dumber than he is.
1428,@realDonaldTrump send nudes
1429,@realDonaldTrump @NewLifePlan777 Obama never supported Iraq- you did on Howard Stern. Many suicides-tragic. GOP/Tru… https://t.co/l7uTsqgvn8
1430,@realDonaldTrump @BarackObama @Cristiano @JoeBiden @iamcardib @WhiteHouse @KimKardashian @ABC @BBCBreaking… https://t.co/znRfG9GNQ4
1431,"@realDonaldTrump Genuinely? Are you a ""sucker""?"
1432,"@realDonaldTrump All you talk about is crowd showing up, when will arica s realise you care for only yourself..#moron"
1433,@realDonaldTrump @RealJamesWoods @1776Stonewall @catturd2 @michellemalkin @ThomasSowell @seanhannity @TuckerCarlson… https://t.co/KB5l1sSCFq
1434,"@realDonaldTrump Tu administración está gobernada bajo el miedo y la opresión, la gente ya se está dando cuenta de… https://t.co/fdISVDn3rt"
1435,RT @christianllamar: @realDonaldTrump @cspan CSPAN is supposed to be unbiased but all they report is mostly from Washington Post and NY Tim…
1436,@realDonaldTrump please #FreeAssange https://t.co/zBYMJtmbjo
1437,@realDonaldTrump Shameful David Perdue. Vote him out! Vote Jon Ossoff.
1438,RT @jelle_simons: @realDonaldTrump Because common sense is bipartisan.. https://t.co/DqCwzaqOEt
1439,@realDonaldTrump   We need it now not next March and like Harris said way back when.  We need a monthly infusion of… https://t.co/OHAFlFAbSJ
1440,@realDonaldTrump “The presidency deserves someone who is competent and honest. Someone who has empathy and compassi… https://t.co/EvZHn2UK0X
1441,"@realDonaldTrump Tu administración está gobernada bajo el miedo y la opresión, la gente ya se está dando cuenta de… https://t.co/kDJqR0H4uE"
1442,"RT @dvillella: @realDonaldTrump This is like watching one of your 2016 campaign speeches. In 4 years, you haven't changed your attacks, onl…"
1443,RT @Pappiness: @realDonaldTrump @TheBabylonBee The Babylon Bee is a parody site.  Please don't vote for dumb people anymore.
1444,@realDonaldTrump Psst Psst!  You have got only 17 days to save your ass. I am out! https://t.co/7IU1fqtY4t
1445,@realDonaldTrump It's best for you to leave now ba-👋
1446,@realDonaldTrump crushed by @JoeBiden in ratings....a precursor of what’s coming in November https://t.co/B5m3XZ5PBY
1447,@realDonaldTrump Is this a super spreader event ? 😄🤔🤔🤔. Go out and vote and spread your favorite Covid to your friends and family!
1448,@realDonaldTrump REPUBLICAN SENIORS FOR BIDEN https://t.co/v4XTkMzeJY
1449,"@realDonaldTrump At Thursday night's town hall, Joe Biden delivered 90 minutes of nationally televised political di… https://t.co/mK05fJ8x9W"
1450,@realDonaldTrump narcissistic idiot
1451,RT @LanceUSA70: @realDonaldTrump https://t.co/2sxEgY6XEr
1452,RT @lauferlaw: @realDonaldTrump @TheBabylonBee So the ancient Mesopotamians have an opinion on Twitter.  Any other “credible” news sources…
1453,@realDonaldTrump You haven't done shit for California and btw....  OUR FIREFIGHTERS KICK ASS
1454,@realDonaldTrump @nypost Insane and stupidest president ever.
1455,@realDonaldTrump Anything Trump says is Fake News!!-
1456,@realDonaldTrump https://t.co/4hdwimNikn
1457,@realDonaldTrump narcissistic idiot
1458,"RT @David08366548: @realDonaldTrump US COVID surging as predicted: On Oct 15, new infection cases 66,113, new death cases 873, total death…"
1459,@realDonaldTrump https://t.co/flZle7DbKH
1460,@realDonaldTrump https://t.co/oB4hBUgTQD
1461,@realDonaldTrump is going to try and blame everyone and everything else but we’ve all been watching and we all… https://t.co/gmBHoylNXP
1462,@realDonaldTrump You are CRAZY https://t.co/TWf8SS9ASu
1463,@realDonaldTrump You retweeted a Babylon Bee article as fact.
1464,@realDonaldTrump https://t.co/eZv4X0mpPY
1465,@realDonaldTrump just wondering when the unredacted Mueller report will be out. You said you would release it
1466,@realDonaldTrump narcissistic idiot
1467,@realDonaldTrump https://t.co/gF6cibj2YR
1468,@realDonaldTrump #votethefascistoutofoffice. https://t.co/AUxoAvvEmV
1469,@realDonaldTrump https://t.co/zjy4x8Sexv
1470,RT @VerminSupreme: @realDonaldTrump RED WAVE is a great euphemism for MENSTRATION!!
1471,@realDonaldTrump My dad &amp; mom have been getting 3-4 calls or texts a day being aggravated to vote for Biden &amp; to ta… https://t.co/m9yINA3OVm
1472,"RT @Black2thBone: @realDonaldTrump Trump, you call that a crowd? 😂🤣😆   FLASHBACK:  Here's the #4MoreYears crowd that turned out for #Barack…"
1473,"@realDonaldTrump @NBCNews You had 9 million less viewers, but sure go off..."
1474,@realDonaldTrump https://t.co/tP66AWZiY3
1475,RT @SPKCanada: @realDonaldTrump True Republicans everywhere know this to be true! Former White House chief of staff tells friends that Trum…
1476,@realDonaldTrump What a lie!!
1477,@realDonaldTrump Good luck covidiots https://t.co/P9YZ4S0rAW
1478,"@realDonaldTrump Verschwinde, du Lügner"
1479,RT @AdrianWapcapIet: @realDonaldTrump Hope everyone's masked and distanced! https://t.co/NEGfkHMMpK
1480,@realDonaldTrump 特朗普先生您煽动的民族仇恨的言论会导致亚裔受到攻击和歧视，请问这种伤痛，能否您来承受。
1481,RT @DanielleCandela: @realDonaldTrump @TheBabylonBee What we learned last night. Joe Biden is as nice as Mister Rogers. Joe Biden has a com…
1482,@realDonaldTrump
1483,@realDonaldTrump Super spreader event
1484,@realDonaldTrump @WhiteHouse @SenatorCollins Mr.President Trump is our nation prepare for an invasion of the Chinese military
1485,"@realDonaldTrump Sir with all due respect,Nigeria’s have always showed love and support to your Administration over… https://t.co/JoaHHzaGmE"
1486,@realDonaldTrump You allowed terrorist organizations to profit from the murder of our troops.
1487,@realDonaldTrump Joe Biden is a traitor to our country
1488,RT @smc429: @realDonaldTrump https://t.co/BjWnKScub1
1489,RT @Kevin38528048: @realDonaldTrump But @realDonaldTrump ...! Cohen Says You’re A PREDATOR...! Rmr Your Personal Lawyer...!
1490,@realDonaldTrump https://t.co/5x9eMRQEZQ
1491,"@realDonaldTrump Gosh, you show up and the polls go to EVEN!  Gotta wonder if FL or GA really want you back...and w… https://t.co/ahMFDe1H5j"
1492,RT @JayleneLewis1: @realDonaldTrump https://t.co/pubL3OLnni
1493,@realDonaldTrump https://t.co/mWdbNh2QoY
1494,RT @gschoos: @realDonaldTrump Why would we “enjoy” you bleating to the MAGA sheep in Florida?
1495,@realDonaldTrump @SenatorCollins Not much of a rumor when she came right out and said it.  And your nominee is far… https://t.co/iXIysGZyyg
1496,@realDonaldTrump Farewell tour https://t.co/aPlCKoMTMA
1497,@realDonaldTrump But @realDonaldTrump ...! Cohen Says You’re A PREDATOR...! Rmr Your Personal Lawyer...!
1498,RT @HaefeleJohn: @realDonaldTrump Do you remember when Trump promised to erase the Debt? Of course  Since then Trump spending has raised th…
1499,"@realDonaldTrump Yes, no office holders over 65!!"
1500,@realDonaldTrump Another spreader event. Stay home Donald
1501,@realDonaldTrump 續上..2011年讓Hunter以Rosemont地產基金資深顧問身份訪台五日，時任行政院長吳敦義的女兒吳子安出席其中一飯局。Hunter、林俊良、吳子安、台灣官二代..等晉餐並合照。美國《紐約郵
1502,RT @SandraResists: @realDonaldTrump Donald is a puppet for Putin
1503,"RT @jfreewright: @realDonaldTrump @TheBabylonBee ""After hearing the Twitter employees talk about critical theory, the robot got woke and be…"
1504,"@realDonaldTrump Ah, the Big T F T S strikes again"
1505,@realDonaldTrump Just trying to get people to focus on something other than your poor excuse for the Supreme Court.… https://t.co/J3KAFzFJPp
1506,@realDonaldTrump Whose paying for all these rallies does anybody know is the campaign paying the bills or is he thi… https://t.co/dHVER92SKU
1507,@realDonaldTrump  #LoserTrump  #BidenWonTheDebate #BidenHarris2020 https://t.co/UOxT3YfwFx
1508,"@realDonaldTrump So proud aren’t you #PennywiseTrump Now all these families, their friends, medical staff Hold on t… https://t.co/iBjxUj1By7"
1509,RT @UweNess: @realDonaldTrump The US has the world's most expensive healthcare system per capita. The US counts 21 % of all COVID19 deaths…
1510,@realdonaldtrump you can leave the planet MF. You need help packing ??? https://t.co/RBfhXf47AV
1511,"@realdonaldtrump is a fragile, hated misogynist."
1512,@realDonaldTrump https://t.co/O403Be2zqk
1513,"RT @natemax: @realDonaldTrump I see a lot of red, white and blue in that audience and not a single person who understands what that flag re…"
1514,@realDonaldTrump Have you heard of the big 1?  1 term President.
1515,@realDonaldTrump The end of your tragic pantomime https://t.co/maCIGFUVoF  Now leave!
1516,@realDonaldTrump @DonaldJTrumpJr @IvankaTrump @EricTrump 😆 how does it feel to have a dad as a loser 😆😆😆😆😆 https://t.co/aU9Jg5sMSY
1517,@realDonaldTrump Liberals are going to be crying more than me these next 4 years!!! @realDonaldTrump #4MoreYears… https://t.co/1WFaBCLPnd
1518,"RT @KimHenke1: @realDonaldTrump @TheBabylonBee The event is over, the commentators are moving on, the studio crew closing up... and yet @Jo…"
1519,@realDonaldTrump 你老牛逼了，你是全宇宙最厉害的
1520,@realDonaldTrump Predator perfectly describes you
1521,@realDonaldTrump Will Donald Trump become the new president?
1522,RT @Phillip2020Vote: @realDonaldTrump Getting ready to speak in Florida. Enjoy! https://t.co/BuVBkYISYU
1523,@realDonaldTrump #getbackonmsg.  Donald please get back on msg. At the last election your msg was clearer. Be more clearer about your msg
1524,@realDonaldTrump you need to look into the the nacogdoches county jail in nacogdoches Texas and the illegal operati… https://t.co/DqHPN4JBGJ
1525,"@realDonaldTrump 220,000"
1526,@realDonaldTrump Speak? You can’t even put a damn sentence together
1527,"@realDonaldTrump This, coming from a person who can’t articulate a single thought and definitely can’t explain what a crime bill is."
1528,@realDonaldTrump @TheBabylonBee Obviously not across the idea of satire.
1529,@realDonaldTrump https://t.co/I8yQvxWAMJ
1530,RT @EugJHawk: @realDonaldTrump https://t.co/Eu2E48Qslj
1531,@realDonaldTrump Low ratings Donald can’t compete against Joe.
1532,@realDonaldTrump You are the SUPER PREDATOR!
1533,"@realDonaldTrump @TheBabylonBee Your inability to discern reality from fiction is terrifying. It's ironic, isn't it… https://t.co/4XQb3HS6wi"
1534,@realDonaldTrump Donnie Donnie Donnie....ONE BILLION IN DEBT Oh you've been telling America porky pies again haven't you
1535,@realDonaldTrump https://t.co/DHQC4gLZ4j
1536,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
1537,"RT @Black2thBone: @realDonaldTrump Trump, you call that a crowd? 😂🤣😆   FLASHBACK:  Here's the #4MoreYears crowd that turned out for #Barack…"
1538,RT @MSwerissen: @realDonaldTrump Remember don't forget impeached warmonger individual 1ex game show host occupying w.h bunker YOU'VE ALREAD…
1539,@realDonaldTrump #DoNotBeSilentWorld #PeaceForArtsakh #PeaceForArmenia #StopAzerbaijanAggression… https://t.co/EkYBWxarb6
1540,@realDonaldTrump #madeinamerica ? https://t.co/5c7WSg7plz
1541,@realDonaldTrump https://t.co/LchsehnUeI
1542,@realDonaldTrump Remember don't forget impeached warmonger individual 1ex game show host occupying w.h bunker YOU'V… https://t.co/qL2Yzg2aJj
1543,@realDonaldTrump I can't wait to see you in handcuffs
1544,@realDonaldTrump https://t.co/YxIYN1SwwW
1545,@realDonaldTrump I guess it’s you voted for Biden You need to get ready for America To shut down again and we are r… https://t.co/ektfHRjhaY
1546,@realDonaldTrump https://t.co/vP6cpIrzGJ
1547,RT @davidmweissman: @realDonaldTrump It's like we don't have a president right now.
1548,"@realDonaldTrump Was good turnout in ocala, florida president trump thank you🇺🇲 four more years 👍"
1549,RT @ReesusP: @realDonaldTrump https://t.co/GaApF5EZWI
1550,"@realDonaldTrump  More like ""fleeing the country"". https://t.co/T9J8H1K9zf"
1551,@realDonaldTrump Things moronic little 5 year old boys do to bully normal people they resent: GOP senator deliberat… https://t.co/lJY7pgSW8z
1552,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…"
1553,@realDonaldTrump send nudes?
1554,"RT @Cleavon_MD: @realDonaldTrump Malone, Florida  Jackson Correctional Institution officer Wayne Rogers and his wife, Lauri Wood Rogers, di…"
1555,@realDonaldTrump Too bad more innocent Americans will have to pay a heavy price for vanity. Your ineptitude has kil… https://t.co/i06mYET3Zs
1556,RT @murray_nyc: @realDonaldTrump @SenatorCollins There is also a strong rumor that Susan Collins is going to lose her senate seat to @SaraG…
1557,"@realDonaldTrump @TheBabylonBee Some say he’s doing this on purpose, I’m not so sure about it. Remember this is the… https://t.co/OlCM4O9N4U"
1558,@realDonaldTrump @POTUS @SenatorCollins اريوو سلام
1559,@realDonaldTrump Things moronic little 5 year old boys do to bully normal people they resent: GOP senator deliberat… https://t.co/2eqafmbZam
1560,@realDonaldTrump I can lose my rights voting for you. 💀
1561,@realDonaldTrump 😂😂😂😂😂😂😂😂💦
1562,@realDonaldTrump @TheBabylonBee That's funny. It's the same image they'll use in history books to describe your crime spree as President.
1563,@realDonaldTrump @TheBabylonBee That happened because everyone likes Joe Biden sooo much more than you!!
1564,@realDonaldTrump @NBCNews @cspan You FAILED. Bad Ratings. Bad performance.
1565,@realDonaldTrump @GStephanopoulos Will the company and officers involved in the scandal on sanction list?
1566,@realDonaldTrump @NBCNews You got to be kiddin right?  You were the laughing stock of the town!  You were unhinged… https://t.co/JZPMw3559d
1567,"@realDonaldTrump Mr President, I hope you will win this one. The world is looking upon you to show us who really sh… https://t.co/MtosjvCFvw"
1568,@realDonaldTrump 👋🏻👌🏼 #VOTE https://t.co/6hFd2fHSt6
1569,"RT @reality20171: @realDonaldTrump Trump on if Biden wins: 'Maybe I'll have to leave the country' Please do, We are sure Putin has an extra…"
1570,@realDonaldTrump How did your ratings war go against Joe?
1571,RT @lifewithlogic: @realDonaldTrump @SenatorCollins Every trump tweet is either: 1. Look how great I am 2. Attacks on people who don’t supp…
1572,@realDonaldTrump https://t.co/GJcRDkJYnL
1573,@realDonaldTrump The Biden Town Hall on ABC drew 2.3 million more viewers than the Trump town hall on NBC.
1574,@realDonaldTrump https://t.co/aEGBaYTazH
1575,@realDonaldTrump @nypost COME ON! Everybody knows Biden at the Thursday Town Hall was the fake clone Biden. His rig… https://t.co/jyS4axSksf
1576,@realDonaldTrump https://t.co/W0qUCsHXsq
1577,@realDonaldTrump @TheBabylonBee Idiot!
1578,@realDonaldTrump https://t.co/dtFFtaTaxk
1579,@realDonaldTrump wins Pennsylvania 20 Electoral votes he’s re-elected - it’s that simple. Butler County is the tip… https://t.co/kG62xBeLJA
1580,@realDonaldTrump Team Biden!!
1581,@realDonaldTrump is a bad magician and a bad person
1582,"@realDonaldTrump Great Job, Mr. President!"
1583,@realDonaldTrump @NBCNews You lost a one man debate.
1584,@realDonaldTrump President Trump I was there. You are the GOAT. 🐐 👊🇺🇸👊
1585,"@realDonaldTrump Jesus your makeup is horrific tonight, buy a goddamn mirror."
1586,"RT @lizard817: @realDonaldTrump “GOP senator unloads on Trump in constituent call, saying 'he mocks evangelicals' and has 'flirted with Whi…"
1587,@realDonaldTrump It's not over yet and do you know that some COVID deaths are not being counted as COVID deaths?  I… https://t.co/xaXrVLYEcr
1588,@realDonaldTrump @Linatofolario IN BRAZIL WE KNOW (NTC IN PORTUGUÊS) https://t.co/yUhPbi1Nwk
1589,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/sIx9Hll70x
1590,@realDonaldTrump We all know Big T wasn’t a reference to you... based on what @StormyDaniels and others have stated… https://t.co/MIQsxgHuO4
1591,@realDonaldTrump https://t.co/WJX8kF5pBO
1592,@realDonaldTrump Many happy mrmories...it's all honna be a BIGLY memory in 18 days...sooo YUGELY BIG like you've never seen before. 🗣🌀🌊🌊🌊
1593,@realDonaldTrump The Biden Town Hall on ABC drew 2.3 million more viewers than the Trump town hall on NBC.
1594,@realDonaldTrump @GamebredFighter هههههههه ههههه
1595,@realDonaldTrump https://t.co/RHEvolMgCG
1596,RT @RilLions2020: @realDonaldTrump @ShahRezaPahlavi @PahlaviReza @AndrzejDuda @TheMossadIL @CIA @DeptofDefense @StateDept @netanyahu @Israe…
1597,"RT @Cleavon_MD: @realDonaldTrump Alexander Bernardo, 22yo Dietary Aide, Park Ridge Nursing Center, Jacksonville, FL, died of #covid19 on 7/…"
1598,RT @murray_nyc: @realDonaldTrump This is why Trump is in Georgia.  #TrumpIsLosing https://t.co/pIQmD5fwmh
1599,@realDonaldTrump @nypost Man! Almost 200k people believe your bullshit!!! Very scary #TrumpTheBiggestLiarEver #GaslighterinChief
1600,@realDonaldTrump https://t.co/5OScGIxXfb
1601,@realDonaldTrump Aren’t you afraid they will be illegal votes?
1602,@realDonaldTrump @ShahRezaPahlavi @PahlaviReza @AndrzejDuda @TheMossadIL @CIA @DeptofDefense @StateDept @netanyahu… https://t.co/tF62kwOryg
1603,@realDonaldTrump https://t.co/Y9T510QE77
1604,"RT @SallyDeal4: @realDonaldTrump You mean, thank you for believing my lies, Florida!  223,184 Americans dead from #Covid19 &amp; rising. 💔  Cas…"
1605,@realDonaldTrump COVID CITY!!!!
1606,@realDonaldTrump https://t.co/AToaIas2bO
1607,"@realDonaldTrump YOU WILL NOT BE SEEING ME.....I’m social distancing at least 6 ft....wearing a mask , washing my h… https://t.co/RBsXJ4c59o"
1608,@realDonaldTrump #ipaidmoretaxesthantrump
1609,@realDonaldTrump Your ratings suck. Maybe pay some more extras to pretend to like you.
1610,"RT @Cleavon_MD: @realDonaldTrump Jason Stein, 46, beloved coach, teacher, and athletic director at J.P. Taravella High school in Coral Spri…"
1611,@realDonaldTrump...don’t say we didn’t make it easy for you to go. https://t.co/Hcsjn6Fzp8
1612,RT @AnnaPetrosyanJ: @realDonaldTrump Christian Armenian soldiers in #Karabakh were beheaded by #Azerbaijan|i jihadists. Turkey deployed mer…
1613,@realDonaldTrump https://t.co/ZNsUioc06C
1614,"@realDonaldTrump But I'd like to call you Big Turd, ok? As in #FlushTheTurdNov3rd"
1615,@realDonaldTrump @cspan No weren’t. Lying POS. Z
1616,"RT @murray_nyc: @realDonaldTrump Trump thinks doing all of these rallies is going to help him. Actually, aside from the recklessness of it…"
1617,@realDonaldTrump Total Lack of Leadership on the Deadly Coronavirus https://t.co/msD8SdlXxK
1618,RT @Firolindaa: @realDonaldTrump #PrayForGanjaCity #StopArmenianAggression #StopAttackingCivilians #StopPashaniyan
1619,@realDonaldTrump #BidenHarris2020ToSaveAmerica Trumps big brain 🤣🤣🤣🤣🤣 That’s funny you think that Covid Don !!
1620,@realDonaldTrump Nooooooo shut up!!
1621,@realDonaldTrump The Biden Town Hall on ABC drew 2.3 million more viewers than the Trump town hall on NBC.
1622,"@realDonaldTrump Please we want our freedom here in Nigeria, all we want is end Nigeria, and give us#biafra."
1623,RT @scientificrealm: @realDonaldTrump https://t.co/eM9CxYLPuY
1624,"@realDonaldTrump https://t.co/aa7urFOoGE A lot of red, not counting the ""silent majority"""
1625,RT @alisonapeler: @realDonaldTrump His speech is a smear campaign. That says it all about his politics and more about his moral character-…
1626,"@realDonaldTrump Hey, @realDonaldTrump, did you take a Covid test before this rally?  Can you remember?   We know y… https://t.co/hnohXb3IoH"
1627,"@realDonaldTrump 8m infected in 8 months...you're batting 1,000%!!!"
1628,@realDonaldTrump https://t.co/oRhrcYWvz5
1629,RT @ReesusP: @realDonaldTrump @SenatorCollins there are more coming. America is not stupid and the fact is that there are many Senators who…
1630,"@realDonaldTrump So if you get married in Georgia and move to New York and get divorced, are you still brother and sister?"
1631,@realDonaldTrump #MSC
1632,@realDonaldTrump https://t.co/BjWnKScub1
1633,"RT @Cleavon_MD: @realDonaldTrump Gerald ""Jerry"" Jones, 51yo EMT, Volusia Co EMS, FL, died of #covid19 9/20. He had a presence that brought…"
1634,RT @mmpadellan: @realDonaldTrump Is Rick Gates there too? 🤣🤣🤣🤣
1635,RT @Baligubadle1: @realDonaldTrump If Joe Biden wins I will leave the country  ~ Donald J. Trump
1636,@realDonaldTrump Hello fat guy https://t.co/FCvGHJsfZM
1637,@realDonaldTrump @SenatorCollins I bet you’ll have a lot more surprises..... 🍔🍟
1638,"RT @Cleavon_MD: @realDonaldTrump DeKalb County, Georgia. 43 y.o. Kenneth Saunders III was civic leader with a mediating touch. He joined hi…"
1639,@realDonaldTrump Thank you @realDonaldTrump ! We love you and know you will always put Americans first!
1640,@realDonaldTrump Donald Trump sir I am your big friend... I know that you are a win this president election... best… https://t.co/zOlXhKIQ28
1641,"@realDonaldTrump We're almost to the finish line, and no nuclear crisis yet. Everybody, BIG high-five! https://t.co/zujx5Mvsg8"
1642,@realDonaldTrump 🤡
1643,"@realDonaldTrump @AlvaroUribeVel They have your powder, you have no choice"
1644,@realDonaldTrump @SenSusanCollins we haven't forgotten  KavaNot and GorSuck https://t.co/Ng2vsOQxWh
1645,@realDonaldTrump Sure do love spreading that virus to the only people who love you...  .... pretty sure that's the definition of a ghoul
1646,@realDonaldTrump The lies...surprised he doesn’t just combust from all the lies.
1647,@realDonaldTrump Yessir
1648,@realDonaldTrump Spread the virus! https://t.co/cWloOvgPvC
1649,"@realDonaldTrump You have more debt than some countries. Good luck with that, bra."
1650,@realDonaldTrump RED IN PERSON TSUNAMI RED LANDSLIDE
